A,B,C,D,E,F,G,H,I,J,K,L,WC,we,negate,compare,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,certain,health,achieve,reward,risk,work,leisure,home,death,swear,netspeak
salesforce,2019-12-31 18:00:13,1212070969738702850,"As companies seek to place customers at the center of their business, they’re also learning what it means to become… https://t.co/FrQ8Aef31i","As companies seek to place customers at the center of their business, they’re also learning what it means to become… https://t.co/FrQ8Aef31i",,,4,39,,en,,25,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0
Nasdaq,2020-01-01 15:50:14,1212400650061045760,"Nasdaq is more than a stock exchange. It's a technology company. 

""We are building software products that are comp… https://t.co/7SMa6EWsaE","Nasdaq is more than a stock exchange. It's a technology company. 

""We are building software products that are comp… https://t.co/7SMa6EWsaE",,,12,41,,en,,25,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0
Nasdaq,2020-01-04 16:00:00,1213490271717089281,"Before Curiosity, there was Spirit. On this day in 2004, Spirit landed on Mars, leading the way for multiple missio… https://t.co/VdsLzHihpV","Before Curiosity, there was Spirit. On this day in 2004, Spirit landed on Mars, leading the way for multiple missio… https://t.co/VdsLzHihpV",,,8,17,,en,,25,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
Cognizant,2020-01-04 16:00:45,1213490456354545665,The new economy requires digital leaders—82% believe. Do you? Ask us what we think at #WEF20. #leadership… https://t.co/3a9yAkt7KK,The new economy requires digital leaders—82% believe. Do you? Ask us what we think at #WEF20. #leadership… https://t.co/3a9yAkt7KK,,,3,17,,en,,25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0
Cognizant,2020-01-06 00:05:05,1213974733076795394,We’re looking under the hood of #retail businesses to help reduce core operation costs by 80%. Let’s talk shop at… https://t.co/b6x3pNvVkT,We’re looking under the hood of #retail businesses to help reduce core operation costs by 80%. Let’s talk shop at… https://t.co/b6x3pNvVkT,,,2,8,,en,,25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,4.0
Nasdaq,2020-01-06 22:00:01,1214305647052967938,We recently announced the results of the annual re-ranking of the Nasdaq Biotechnology Index (NBI). See all 217 com… https://t.co/fZ9gLBfZzj,We recently announced the results of the annual re-ranking of the Nasdaq Biotechnology Index (NBI). See all 217 com… https://t.co/fZ9gLBfZzj,,,3,15,,en,,25,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Cognizant,2020-01-07 10:00:09,1214486873432875008,Our team of social scientists used #data and insights to understand the needs of park-goers to increase visits and… https://t.co/hAhY5HeDfL,Our team of social scientists used #data and insights to understand the needs of park-goers to increase visits and… https://t.co/hAhY5HeDfL,,,2,11,,en,,25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,4.0
Cognizant,2020-01-07 17:06:22,1214594136986324994,We’re looking under the hood of #retail businesses to help reduce core operation costs by 80%. Let’s talk shop at… https://t.co/cMcJ4M2SkD,We’re looking under the hood of #retail businesses to help reduce core operation costs by 80%. Let’s talk shop at… https://t.co/cMcJ4M2SkD,,,1,8,,en,,25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,4.0
salesforce,2020-01-08 01:29:26,1214720737837142017,⚡️ Today's customers are in the driver's seat. At #CES2020 we heard about and saw the newest innovations to put cus… https://t.co/zdByaiW9Ef,⚡️ Today's customers are in the driver's seat. At #CES2020 we heard about and saw the newest innovations to put cus… https://t.co/zdByaiW9Ef,,,13,28,,en,,25,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
Cognizant,2020-01-09 23:47:26,1215419840904732672,The impending availability of #5G and #IoT is marking a major step forward in high-bandwidth applications in all in… https://t.co/x0UQYJj1PA,The impending availability of #5G and #IoT is marking a major step forward in high-bandwidth applications in all in… https://t.co/x0UQYJj1PA,,,2,12,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
Cognizant,2020-01-10 19:06:04,1215711421742440449,See how we can help you beat the odds and get ahead of the digital maturity curve. @PaulRoehrig #data #IoT… https://t.co/bxOlpVU0ga,See how we can help you beat the odds and get ahead of the digital maturity curve. @PaulRoehrig #data #IoT… https://t.co/bxOlpVU0ga,,,2,12,,en,,25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
SPGlobal,2020-01-13 17:19:16,1216771710478884864,"S&amp;P Global Schedules Fourth Quarter and Full-Year 2019 Earnings Announcement and Conference Call for Thursday, Febr… https://t.co/6l8tSomnpH","S&amp;P Global Schedules Fourth Quarter and Full-Year 2019 Earnings Announcement and Conference Call for Thursday, Febr… https://t.co/6l8tSomnpH",,,1,2,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0
Nasdaq,2020-01-13 17:30:00,1216774411275116544,Alternative data offers investors the chance to know things that others do not. It's a jump start on corporate news… https://t.co/uIIolmzFhJ,Alternative data offers investors the chance to know things that others do not. It's a jump start on corporate news… https://t.co/uIIolmzFhJ,,,0,6,,en,,25,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0
salesforce,2020-01-14 00:47:50,1216884592805736448,"Q. How many pairs of 👖 has @madewell collected to be turned into 🏘️ insulation for communities in need? 

A. 830,00… https://t.co/Wq8r4Tgs3a","Q. How many pairs of 👖 has @madewell collected to be turned into 🏘️ insulation for communities in need? 

A. 830,00… https://t.co/Wq8r4Tgs3a",,,31,208,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Nasdaq,2020-01-15 13:00:01,1217431241299038208,One of the highest-priority reforms laid out in #TotalMarkets is replacing the current one-size-fits-all tick regim… https://t.co/DABqTXrUbs,One of the highest-priority reforms laid out in #TotalMarkets is replacing the current one-size-fits-all tick regim… https://t.co/DABqTXrUbs,,,2,7,,en,,25,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Cognizant,2020-01-15 19:01:00,1217522086555549696,We’re looking under the hood of #retail businesses to help reduce core operation costs by 80%. Let’s talk shop at… https://t.co/rxStWlBVyQ,We’re looking under the hood of #retail businesses to help reduce core operation costs by 80%. Let’s talk shop at… https://t.co/rxStWlBVyQ,,,0,7,,en,,25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,4.0
GoldmanSachs,2020-01-15 21:34:01,1217560594087317505,.@CNBC aired live from this morning’s Global Strategy Conference in #London. Tune in to Jan Hatzius on what to expe… https://t.co/mSjnxbBoCS,.@CNBC aired live from this morning’s Global Strategy Conference in #London. Tune in to Jan Hatzius on what to expe… https://t.co/mSjnxbBoCS,,,3,9,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
GoldmanSachs,2020-01-16 14:27:41,1217815690251509762,"In its 2020 Outlook, ""Room to Grow,"" $GS' Investment Strategy Group explains why clients should stay invested in US… https://t.co/1mcNRFpQq9","In its 2020 Outlook, ""Room to Grow,"" $GS' Investment Strategy Group explains why clients should stay invested in US… https://t.co/1mcNRFpQq9",,,8,10,,en,,25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,4.0
Cognizant,2020-01-17 20:45:05,1218273057346871296,Be a digital leader—don’t be a laggard. Learn why companies are investing 10x in #AI and seeing ROI. #data https://t.co/x6QpPFTIgl,Be a digital leader—don’t be a laggard. Learn why companies are investing 10x in #AI and seeing ROI. #data https://t.co/x6QpPFTIgl,,,1,11,,en,,25,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0
Cognizant,2020-01-19 19:00:09,1218971424708333568,Our team of social scientists used #data and insights to understand the needs of park-goers to increase visits and… https://t.co/zSLoOWnJeh,Our team of social scientists used #data and insights to understand the needs of park-goers to increase visits and… https://t.co/zSLoOWnJeh,,,0,12,,en,,25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,4.0
Cognizant,2020-01-20 11:02:24,1219213582463832064,The impending availability of #5G and #IoT is marking a major step forward in high-bandwidth applications in all in… https://t.co/CfeO0mLbKw,The impending availability of #5G and #IoT is marking a major step forward in high-bandwidth applications in all in… https://t.co/CfeO0mLbKw,,,1,7,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
Cognizant,2020-01-20 17:11:23,1219306440462082049,See how we can help you beat the odds and get ahead of the digital maturity curve. @PaulRoehrig #data #IoT… https://t.co/kymSqVWgm2,See how we can help you beat the odds and get ahead of the digital maturity curve. @PaulRoehrig #data #IoT… https://t.co/kymSqVWgm2,,,2,6,,en,,25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
GoldmanSachs,2020-01-21 03:50:50,1219467362010910722,"WATCH: With all eyes on the BOJ's first monetary policy meeting of 2020, $GS' Chief Japan Economist Naohiko Baba sh… https://t.co/hwleljDjEy","WATCH: With all eyes on the BOJ's first monetary policy meeting of 2020, $GS' Chief Japan Economist Naohiko Baba sh… https://t.co/hwleljDjEy",,,4,6,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0
GoldmanSachs,2020-01-22 16:00:10,1220013294578282498,What are the areas of sustainable growth we are targeting with $750 billion? Find out during #WEF20 this week:… https://t.co/4gqKixQs3E,What are the areas of sustainable growth we are targeting with $750 billion? Find out during #WEF20 this week:… https://t.co/4gqKixQs3E,,,9,15,,en,,25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Nasdaq,2020-01-22 17:02:28,1220028973234708480,"#NasdaqListed @Zoom_US joined us at #WEF20 to lead a conversation about culture in a connected world. 

💡:

-Fund s… https://t.co/9DtVx7AvLv","#NasdaqListed @Zoom_US joined us at #WEF20 to lead a conversation about culture in a connected world. 

💡:

-Fund s… https://t.co/9DtVx7AvLv",,,3,14,,en,,25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
Cognizant,2020-01-22 22:00:04,1220103866118811653,89% of fast-growing companies say #AI will reduce costs and 77% of slow-growing companies say it won’t. #data https://t.co/oaRqv88Cqg,89% of fast-growing companies say #AI will reduce costs and 77% of slow-growing companies say it won’t. #data https://t.co/oaRqv88Cqg,,,1,2,,en,,25,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0
Nasdaq,2020-01-22 22:01:08,1220104134747152391,"Edge computing and IoT are generating huge amounts of data, and marketplaces need the capacity to store it and tran… https://t.co/YOPgVpcI88","Edge computing and IoT are generating huge amounts of data, and marketplaces need the capacity to store it and tran… https://t.co/YOPgVpcI88",,,3,8,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0
Cognizant,2020-01-23 12:30:23,1220322885673406464,"""I would prefer it if we had the Chief Belonging Officer instead of the Chief Diversity and Inclusion Officer,"" say… https://t.co/h8Hh7drRai","""I would prefer it if we had the Chief Belonging Officer instead of the Chief Diversity and Inclusion Officer,"" say… https://t.co/h8Hh7drRai",,,2,7,,en,,25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
GoldmanSachs,2020-01-23 19:00:20,1220421019443384321,#WEF20 is in full swing as world leaders discuss the state of the economy. Here’s what $GS Research economists say… https://t.co/c1FisMYqKn,#WEF20 is in full swing as world leaders discuss the state of the economy. Here’s what $GS Research economists say… https://t.co/c1FisMYqKn,,,8,12,,en,,25,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0
salesforce,2020-01-23 19:32:27,1220429105981730816,.@Benioff joined @CNBC’s @SaraEisen at #wef20 to discuss the state of the economy and the planet. Watch his full in… https://t.co/J3DBQTyPDt,.@Benioff joined @CNBC’s @SaraEisen at #wef20 to discuss the state of the economy and the planet. Watch his full in… https://t.co/J3DBQTyPDt,,,19,195,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
salesforce,2020-01-24 00:39:59,1220506495537672192,"The future of work is:
𝘋𝘺𝘯𝘢𝘮𝘪𝘤
𝗗𝗶𝘃𝗲𝗿𝘀𝗲
𝓖𝓵𝓸𝓫𝓪𝓵

@TariqHHassan of @Petco says the key to making change in the future… https://t.co/iSFBNtUdbN","The future of work is:
𝘋𝘺𝘯𝘢𝘮𝘪𝘤
𝗗𝗶𝘃𝗲𝗿𝘀𝗲
𝓖𝓵𝓸𝓫𝓪𝓵

@TariqHHassan of @Petco says the key to making change in the future… https://t.co/iSFBNtUdbN",,,7,21,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
salesforce,2020-01-27 23:07:20,1221932733842231296,"Our largest-ever @YearUp intern class has officially arrived, including the 5️⃣0️⃣0️⃣th Year Up intern we've hosted… https://t.co/yRAJEd2qOe","Our largest-ever @YearUp intern class has officially arrived, including the 5️⃣0️⃣0️⃣th Year Up intern we've hosted… https://t.co/yRAJEd2qOe",,,26,84,,en,,25,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
Nasdaq,2020-01-29 18:13:01,1222583439729348608,"There have been more than 170 SPAC listings on Nasdaq since 2010, raising over $30B.

Next week, investors, advisor… https://t.co/1siMMxM8jq","There have been more than 170 SPAC listings on Nasdaq since 2010, raising over $30B.

Next week, investors, advisor… https://t.co/1siMMxM8jq",,,4,10,,en,,25,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0
Nasdaq,2020-01-29 21:00:01,1222625467758534657,“I rely on the [Nasdaq] Surveillance team daily. We used their team for analysis when we initiated our dividend and… https://t.co/t4f8p4NYc2,“I rely on the [Nasdaq] Surveillance team daily. We used their team for analysis when we initiated our dividend and… https://t.co/t4f8p4NYc2,,,3,3,,en,,25,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,4.0
Cognizant,2020-01-31 15:21:14,1223264986186887168,See how we can help you beat the odds and get ahead of the digital maturity curve. @PaulRoehrig #data #IoT… https://t.co/Xj1kn6YINY,See how we can help you beat the odds and get ahead of the digital maturity curve. @PaulRoehrig #data #IoT… https://t.co/Xj1kn6YINY,,,1,9,,en,,25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Cognizant,2020-02-01 13:02:40,1223592503271706624,The impending availability of #5G and #IoT is marking a major step forward in high-bandwidth applications in all in… https://t.co/pKFjC34jKL,The impending availability of #5G and #IoT is marking a major step forward in high-bandwidth applications in all in… https://t.co/pKFjC34jKL,,,0,7,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
Nasdaq,2020-02-03 20:30:32,1224429989644447746,"On this day in 1995, Eileen Collins became the first female pilot and first female commander of a Space Shuttle.… https://t.co/Jz8gpxH2TY","On this day in 1995, Eileen Collins became the first female pilot and first female commander of a Space Shuttle.… https://t.co/Jz8gpxH2TY",,,6,25,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
GoldmanSachs,2020-02-03 22:01:02,1224452760856231938,"Over the last two decades plastic consumption has grown threefold, but only 12% of plastic waste is recycled. In th… https://t.co/vHEfUOa8gA","Over the last two decades plastic consumption has grown threefold, but only 12% of plastic waste is recycled. In th… https://t.co/vHEfUOa8gA",,,21,41,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
GoldmanSachs,2020-02-04 15:00:41,1224709366244356100,“What we have done is we are taking our effort in bringing drugs to patients and changing their [lives].” This… https://t.co/DiUhs7g8P8,“What we have done is we are taking our effort in bringing drugs to patients and changing their [lives].” This… https://t.co/DiUhs7g8P8,,,3,9,,en,,25,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
Cognizant,2020-02-05 16:00:04,1225086700197752833,89% of fast-growing companies say #AI will reduce costs and 77% of slow-growing companies say it won’t. #data https://t.co/wtsBKopz8k,89% of fast-growing companies say #AI will reduce costs and 77% of slow-growing companies say it won’t. #data https://t.co/wtsBKopz8k,,,2,10,,en,,25,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0
salesforce,2020-02-05 18:30:27,1225124541573156864,"2️⃣ BILLION = the number of search results for “𝙝𝙤𝙬 𝙩𝙤 𝙜𝙚𝙩 𝙪𝙨𝙚𝙧𝙨 𝙩𝙤 𝙙𝙤𝙬𝙣𝙡𝙤𝙖𝙙 𝙮𝙤𝙪𝙧 𝙖𝙥𝙥.” 

Here’s how @tylertanaka a… https://t.co/YtlGVQzMam","2️⃣ BILLION = the number of search results for “𝙝𝙤𝙬 𝙩𝙤 𝙜𝙚𝙩 𝙪𝙨𝙚𝙧𝙨 𝙩𝙤 𝙙𝙤𝙬𝙣𝙡𝙤𝙖𝙙 𝙮𝙤𝙪𝙧 𝙖𝙥𝙥.” 

Here’s how @tylertanaka a… https://t.co/YtlGVQzMam",,,9,15,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
GoldmanSachs,2020-02-06 08:05:37,1225329686491914240,WATCH: $GS Chief Asia Pacific Equity Strategist Tim Moe talks to @CNBC on the impact of the coronavirus outbreak on… https://t.co/xv0hJNZfo8,WATCH: $GS Chief Asia Pacific Equity Strategist Tim Moe talks to @CNBC on the impact of the coronavirus outbreak on… https://t.co/xv0hJNZfo8,,,1,7,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
GoldmanSachs,2020-02-06 22:00:29,1225539786758336512,An emerging method of microchip manufacturing is poised to extend Moore’s Law. Learn more from $GS Research on how… https://t.co/8gfSsh8zYG,An emerging method of microchip manufacturing is poised to extend Moore’s Law. Learn more from $GS Research on how… https://t.co/8gfSsh8zYG,,,14,22,,en,,25,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0
GoldmanSachs,2020-02-09 15:00:40,1226521300816072710,"In this episode of The Long &amp; Short of It, $GS Research explains the parallels and differences between Europe’s mar… https://t.co/hJJNfk8T5q","In this episode of The Long &amp; Short of It, $GS Research explains the parallels and differences between Europe’s mar… https://t.co/hJJNfk8T5q",,,12,18,,en,,25,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
Cognizant,2020-02-09 17:02:19,1226551914889990150,The impending availability of #5G and #IoT is marking a major step forward in high-bandwidth applications in all in… https://t.co/whgwtc1Ha5,The impending availability of #5G and #IoT is marking a major step forward in high-bandwidth applications in all in… https://t.co/whgwtc1Ha5,,,0,14,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
GoldmanSachs,2020-02-12 00:04:01,1227382816960327682,"From the #GSAM Forum: Dr. Raghuram Rajan, former Governor of the @RBI and former Chief Economist at the IMF, joined… https://t.co/eWDg4LeJ1G","From the #GSAM Forum: Dr. Raghuram Rajan, former Governor of the @RBI and former Chief Economist at the IMF, joined… https://t.co/eWDg4LeJ1G",,,6,16,,en,,25,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0
salesforce,2020-02-16 16:00:08,1229072981802016769,"#SalesforceRelease idioms: 
A release in the Spring is worth two in the bush
Waiting for the other release to drop… https://t.co/xektDqvUsI","#SalesforceRelease idioms: 
A release in the Spring is worth two in the bush
Waiting for the other release to drop… https://t.co/xektDqvUsI",,,4,34,,en,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
